type,start_time,ambient_temperature,battery_id,test_id,uid,filename,capacity,re,rct,cycle_number,soh,capacity_fade,rul_cycles,health_status
discharge,[2009.       4.      13.      15.      59.      56.875],43,B0032,41,1053,01053.csv,1.78382655040817,,,1053,106.5413304273014,-6.5413304273014035,0,Healthy
discharge,[2009.       4.      13.      19.       4.      39.468],43,B0032,43,1055,01055.csv,1.76964444910401,,,1055,105.69428622288912,-5.694286222889119,0,Healthy
discharge,[2009.       4.      13.      22.       9.      45.531],43,B0032,45,1057,01057.csv,1.75129404570496,,,1057,104.59828482546341,-4.598284825463409,0,Healthy
discharge,[2009.       4.      14.      10.      33.      23.937],43,B0032,49,1061,01061.csv,1.76975542979619,,,1061,105.70091468718341,-5.700914687183413,0,Healthy
discharge,[2009.       4.      14.      13.      36.      17.437],43,B0032,51,1063,01063.csv,1.75477269339149,,,1063,104.80605152370319,-4.806051523703189,0,Healthy
discharge,[2009.       4.      14.      16.      39.      25.031],43,B0032,53,1065,01065.csv,1.73891663558129,,,1065,103.85902811829173,-3.8590281182917323,0,Healthy
discharge,[2009.       4.      14.      19.      42.      47.234],43,B0032,55,1067,01067.csv,1.7337200518764,,,1067,103.54865548622773,-3.54865548622773,0,Healthy
discharge,[2009.       4.      14.      22.      45.      53.781],43,B0032,57,1069,01069.csv,1.71509725975,,,1069,102.43638532242525,-2.4363853224252523,0,Healthy
discharge,[2009.      4.     15.     14.     58.     30.25],43,B0032,61,1073,01073.csv,1.74629261488156,,,1073,104.29956794974294,-4.299567949742936,0,Healthy
discharge,[2.0090e+03 4.0000e+00 1.5000e+01 1.8000e+01 1.0000e+00 4.3843e+01],43,B0032,63,1075,01075.csv,1.71914926191456,,,1075,102.67839635281817,-2.6783963528181687,0,Healthy
discharge,[2.0090e+03 4.0000e+00 1.5000e+01 2.1000e+01 2.0000e+00 5.8328e+01],43,B0032,65,1077,01077.csv,1.71158224619149,,,1077,102.22644662580255,-2.226446625802552,0,Healthy
discharge,[2.009e+03 4.000e+00 1.600e+01 0.000e+00 5.000e+00 8.120e-01],43,B0032,67,1079,01079.csv,1.69510511952259,,,1079,101.24232908560667,-1.24232908560667,0,Healthy
discharge,[2009.       4.      16.       3.       6.      43.062],43,B0032,69,1081,01081.csv,1.70051243711009,,,1081,101.56528806930571,-1.5652880693057085,0,Healthy
discharge,[2009.      4.     16.     10.     13.     36.39],43,B0032,73,1085,01085.csv,1.70809893512501,,,1085,102.01840140120939,-2.0184014012093883,0,Healthy
discharge,[2009.       4.      16.      13.      14.      46.296],43,B0032,75,1087,01087.csv,1.69143543058712,,,1087,101.02315220355507,-1.023152203555071,0,Healthy
discharge,[2009.       4.      16.      16.      16.      19.734],43,B0032,77,1089,01089.csv,1.68444943288899,,,1089,100.60590452386866,-0.6059045238686593,0,Healthy
discharge,[2009.       4.      16.      19.      17.      26.531],43,B0032,79,1091,01091.csv,1.66403758168807,,,1091,99.38678051041985,0.6132194895801462,0,Healthy
discharge,[2009.      4.     16.     22.     17.     17.75],43,B0032,81,1093,01093.csv,1.66863720142319,,,1093,99.66149870313161,0.3385012968683867,0,Healthy
discharge,[2009.       4.      17.       9.      45.      34.062],43,B0032,85,1097,01097.csv,1.68993440756259,,,1097,100.93350167671498,-0.9335016767149824,0,Healthy
discharge,[2009.       4.      17.      12.      46.      29.125],43,B0032,87,1099,01099.csv,1.66943171284644,,,1099,99.70895191771314,0.2910480822868635,0,Healthy
discharge,[2009.       4.      17.      15.      46.      53.875],43,B0032,89,1101,01101.csv,1.66342267618392,,,1101,99.35005448989716,0.6499455101028389,0,Healthy
discharge,[2009.       4.      17.      18.      47.      33.937],43,B0032,91,1103,01103.csv,1.64361521959473,,,1103,98.1670287204296,1.8329712795704012,0,Healthy
discharge,[2009.       4.      17.      21.      46.      23.796],43,B0032,93,1105,01105.csv,1.63580008735382,,,1105,97.70025991590579,2.2997400840942106,0,Healthy
discharge,[2010.       4.      14.      16.      43.      39.921],24,B0039,0,1109,01109.csv,0.119038318593417,,,1109,7.109716374537448,92.89028362546256,0,Emergency
discharge,[2010.       4.      14.      21.      10.      11.125],24,B0039,4,1113,01113.csv,0.472986150092751,,,1113,28.249704935178972,71.75029506482103,0,Emergency
discharge,[2010.       4.      15.       0.      37.      31.546],24,B0039,6,1115,01115.csv,0.16280793829202,,,1115,9.72391309333791,90.27608690666209,0,Emergency
discharge,[2010.       4.      15.       4.       4.      41.296],24,B0039,8,1117,01117.csv,0.478763285338876,,,1117,28.59475175323411,71.4052482467659,0,Emergency
discharge,[2010.      4.     15.      7.     31.     40.14],24,B0039,10,1119,01119.csv,0.471138336460715,,,1119,28.13934189416819,71.86065810583182,0,Emergency
discharge,[2010.     4.    15.    10.    58.    27.5],24,B0039,12,1121,01121.csv,0.466817256112067,,,1121,27.881259823844207,72.1187401761558,0,Emergency
discharge,[2.01e+03 4.00e+00 1.60e+01 1.20e+01 1.50e+01 2.81e-01],24,B0039,16,1125,01125.csv,0.469993267662554,,,1125,28.070951190397718,71.92904880960228,0,Emergency
discharge,[2010.       4.      16.      16.      48.      31.734],24,B0039,20,1129,01129.csv,0.462705268431718,,,1129,27.635666081523908,72.36433391847609,0,Emergency
discharge,[2.01e+03 4.00e+00 1.60e+01 2.00e+01 1.50e+01 4.06e-01],24,B0039,22,1131,01131.csv,0.460494478265609,,,1131,27.503623801102105,72.49637619889789,0,Emergency
discharge,[2010.       4.      16.      23.      41.      13.937],24,B0039,24,1133,01133.csv,0.441222724883569,,,1133,26.352593593305517,73.64740640669449,0,Emergency
discharge,[2010.      4.     17.      3.      7.      6.64],24,B0039,26,1135,01135.csv,0.443544219439658,,,1135,26.49124783551806,73.50875216448193,0,Emergency
discharge,[2010.       4.      17.       6.      32.      52.968],24,B0039,28,1137,01137.csv,0.412665554116423,,,1137,24.64697991350285,75.35302008649715,0,Emergency
discharge,[2010.       4.      21.      13.      51.      46.531],44,B0039,32,1141,01141.csv,1.74617910063896,,,1141,104.29278816589775,-4.292788165897747,0,Healthy
discharge,[2010    4   21   19   29   11],44,B0039,36,1145,01145.csv,1.76952507345053,,,1145,105.68715635875547,-5.687156358755473,0,Healthy
discharge,[2010.       4.      21.      23.      57.       8.859],44,B0039,38,1147,01147.csv,1.77153914195019,,,1147,105.80744918513841,-5.80744918513841,0,Healthy
discharge,[2010.       4.      22.       4.      30.      34.312],44,B0039,40,1149,01149.csv,1.77062548395827,,,1149,105.75287978880759,-5.75287978880759,0,Healthy
discharge,[2010.       4.      22.       8.      59.      11.468],44,B0039,42,1151,01151.csv,1.77040406394472,,,1151,105.73965519428552,-5.739655194285518,0,Healthy
discharge,[2010.       4.      22.      13.      28.      29.546],44,B0039,44,1153,01153.csv,1.76950817888017,,,1153,105.68614730885501,-5.686147308855013,0,Healthy
discharge,[2010.       4.      23.      16.      52.      59.406],44,B0039,48,1157,01157.csv,1.76383562742694,,,1157,105.34734689207338,-5.347346892073375,0,Healthy
discharge,[2010    4   23   22   31    1],44,B0039,52,1161,01161.csv,1.77157258697861,,,1161,105.80944673239054,-5.8094467323905405,0,Healthy
discharge,[2.0100e+03 4.0000e+00 2.4000e+01 2.0000e+00 5.8000e+01 5.5031e+01],44,B0039,54,1163,01163.csv,1.77011964544896,,,1163,105.72266793454914,-5.722667934549136,0,Healthy
discharge,[2010.       4.      24.       7.      27.      28.203],44,B0039,56,1165,01165.csv,1.76675697528605,,,1165,105.5218281427753,-5.5218281427753055,0,Healthy
discharge,[2010.      4.     24.     11.     56.     33.14],44,B0039,58,1167,01167.csv,1.76487436290926,,,1167,105.40938670206673,-5.409386702066726,0,Healthy
discharge,[2010.       4.      24.      16.      24.      41.656],44,B0039,60,1169,01169.csv,1.76383868594322,,,1169,105.34752956588409,-5.347529565884088,0,Healthy
discharge,[2010.       4.      24.      22.       5.      41.156],44,B0039,64,1173,01173.csv,1.76572257520567,,,1173,105.4600472702277,-5.4600472702277045,0,Healthy
discharge,[2.0100e+03 4.0000e+00 2.5000e+01 2.0000e+00 3.3000e+01 5.9171e+01],44,B0039,66,1175,01175.csv,1.7645632809383,,,1175,105.39080693204906,-5.39080693204906,0,Healthy
discharge,[2.0100e+03 4.0000e+00 2.5000e+01 7.0000e+00 2.0000e+00 2.6234e+01],44,B0039,68,1177,01177.csv,1.76089919484791,,,1177,105.17196468711161,-5.171964687111611,0,Healthy
discharge,[2010.       4.      25.      11.      31.       4.593],44,B0039,70,1179,01179.csv,1.75983620958177,,,1179,105.10847652765278,-5.108476527652783,0,Healthy
discharge,[2010.       4.      25.      16.       0.      19.781],44,B0039,72,1181,01181.csv,1.75909554001431,,,1181,105.06423908701927,-5.064239087019274,0,Healthy
discharge,[2010.       4.      25.      21.      41.      58.937],44,B0039,76,1185,01185.csv,1.75604954439765,,,1185,104.88231308900089,-4.882313089000888,0,Healthy
discharge,[2.0100e+03 4.0000e+00 2.6000e+01 2.0000e+00 1.9000e+01 2.2218e+01],44,B0039,78,1187,01187.csv,1.75716771999492,,,1187,104.94909756182827,-4.9490975618282675,0,Healthy
discharge,[2010.       4.      26.       6.      50.      42.203],44,B0039,80,1189,01189.csv,1.75589112694599,,,1189,104.87285140335725,-4.872851403357245,0,Healthy
discharge,[2010.      4.     26.     11.     20.     44.75],44,B0039,82,1191,01191.csv,1.75334190722299,,,1191,104.7205959832449,-4.720595983244905,0,Healthy
discharge,[2010.       4.      26.      15.      51.       7.953],44,B0039,84,1193,01193.csv,1.75066738453351,,,1193,104.56085668262173,-4.560856682621733,0,Healthy
discharge,[2010.       4.      26.      21.      35.      15.343],44,B0039,88,1197,01197.csv,1.75100066641624,,,1197,104.58076237086551,-4.580762370865514,0,Healthy
discharge,[2.0100e+03 4.0000e+00 2.7000e+01 2.0000e+00 5.0000e+00 4.1234e+01],44,B0039,90,1199,01199.csv,1.74960588538478,,,1199,104.49745728343282,-4.497457283432823,0,Healthy
discharge,[2010.       4.      27.       6.      36.       5.468],44,B0039,92,1201,01201.csv,1.74773591721833,,,1201,104.38577103441679,-4.385771034416791,0,Healthy
discharge,[2010.       4.      27.      11.       7.      40.968],44,B0039,94,1203,01203.csv,1.7444225468099,,,1203,104.18787573376001,-4.187875733760009,0,Healthy
discharge,[2010.       4.      27.      15.      43.      29.625],44,B0039,96,1205,01205.csv,1.74330836608393,,,1205,104.1213298597488,-4.121329859748798,0,Healthy
discharge,[2010.       4.      28.      13.      22.      57.656],44,B0039,100,1209,01209.csv,1.65566917338884,,,1209,98.88696658313259,1.1130334168674096,0,Healthy
discharge,[2010.       4.      28.      18.       5.      58.859],44,B0039,104,1213,01213.csv,1.64297669457593,,,1213,98.12889199407664,1.871108005923361,0,Healthy
discharge,[2010.       4.      28.      21.      37.      16.375],44,B0039,106,1215,01215.csv,1.63438227293612,,,1215,97.61557912991445,2.384420870085549,0,Healthy
discharge,[2.01e+03 4.00e+00 2.90e+01 1.00e+00 8.00e+00 3.35e+01],44,B0039,108,1217,01217.csv,1.62650670621656,,,1217,97.1452007985801,2.854799201419894,0,Healthy
discharge,[2010.       4.      29.       4.      39.      21.156],44,B0039,110,1219,01219.csv,1.61886599173596,,,1219,96.68884931867193,3.3111506813280727,0,Healthy
discharge,[2010.       4.      29.       8.      11.       8.671],44,B0039,112,1221,01221.csv,1.61149683392092,,,1221,96.2487169091821,3.751283090817907,0,Healthy
discharge,[2.010e+03 5.000e+00 4.000e+00 1.300e+01 2.200e+01 1.921e+00],44,B0039,116,1225,01225.csv,1.32408057734612,,,1225,79.08241206025659,20.917587939743413,0,Warning
discharge,[2010.       5.       4.      17.      26.      38.953],44,B0039,120,1229,01229.csv,1.31533862216976,,,1229,78.56028756625122,21.43971243374878,0,Warning
discharge,[2010.       4.      14.      16.      43.      39.921],24,B0040,0,1231,01231.csv,0.673462813709563,,,1231,40.223430999786764,59.776569000213236,0,Emergency
discharge,[2010.       4.      14.      21.      10.      11.125],24,B0040,4,1235,01235.csv,0.791306210576034,,,1235,47.26177914039128,52.73822085960872,0,Emergency
discharge,[2010.       4.      15.       0.      37.      31.546],24,B0040,6,1237,01237.csv,0.786582403460174,,,1237,46.97964369695901,53.02035630304099,0,Emergency
discharge,[2010.       4.      15.       4.       4.      41.296],24,B0040,8,1239,01239.csv,0.779587142606158,,,1239,46.56184276339719,53.43815723660281,0,Emergency
discharge,[2010.      4.     15.      7.     31.     40.14],24,B0040,10,1241,01241.csv,0.762824152312516,,,1241,45.560651651281546,54.439348348718454,0,Emergency
discharge,[2010.     4.    15.    10.    58.    27.5],24,B0040,12,1243,01243.csv,0.740502151460639,,,1243,44.227441498077944,55.772558501922056,0,Emergency
discharge,[2.01e+03 4.00e+00 1.60e+01 1.20e+01 1.50e+01 2.81e-01],24,B0040,16,1247,01247.csv,0.778397088110065,,,1247,46.490765231074484,53.509234768925516,0,Emergency
discharge,[2010.       4.      16.      16.      48.      31.734],24,B0040,20,1251,01251.csv,0.77331654090256,,,1251,46.187323027760236,53.812676972239764,0,Emergency
discharge,[2.01e+03 4.00e+00 1.60e+01 2.00e+01 1.50e+01 4.06e-01],24,B0040,22,1253,01253.csv,0.758957523640949,,,1253,45.32971229070144,54.67028770929856,0,Emergency
discharge,[2010.       4.      16.      23.      41.      13.937],24,B0040,24,1255,01255.csv,0.740739946225639,,,1255,44.24164409564885,55.75835590435115,0,Emergency
discharge,[2010.      4.     17.      3.      7.      6.64],24,B0040,26,1257,01257.csv,0.744621875261714,,,1257,44.47349729013862,55.52650270986138,0,Emergency
discharge,[2010.       4.      17.       6.      32.      52.968],24,B0040,28,1259,01259.csv,0.714987562982073,,,1259,42.703549950892764,57.296450049107236,0,Emergency
discharge,[2010.       4.      21.      13.      51.      46.531],44,B0040,32,1263,01263.csv,1.70751444485332,,,1263,101.98349196948608,-1.9834919694860815,0,Healthy
discharge,[2010    4   21   19   29   11],44,B0040,36,1267,01267.csv,1.73088085942819,,,1267,103.37908107289577,-3.3790810728957723,0,Healthy
discharge,[2010.       4.      21.      23.      57.       8.859],44,B0040,38,1269,01269.csv,1.73282128452333,,,1269,103.4949754524157,-3.4949754524157015,0,Healthy
discharge,[2010.       4.      22.       4.      30.      34.312],44,B0040,40,1271,01271.csv,1.73177343234315,,,1271,103.43239113594056,-3.4323911359405628,0,Healthy
discharge,[2010.       4.      22.       8.      59.      11.468],44,B0040,42,1273,01273.csv,1.734129639235,,,1273,103.57311861696287,-3.573118616962873,0,Healthy
discharge,[2010.       4.      22.      13.      28.      29.546],44,B0040,44,1275,01275.csv,1.733475692999,,,1275,103.53406083861812,-3.5340608386181174,0,Healthy
discharge,[2010.       4.      23.      16.      52.      59.406],44,B0040,48,1279,01279.csv,1.72430571794578,,,1279,102.98637230806469,-2.986372308064688,0,Healthy
discharge,[2010    4   23   22   31    1],44,B0040,52,1283,01283.csv,1.73189758616872,,,1283,103.4398063825355,-3.439806382535494,0,Healthy
discharge,[2.0100e+03 4.0000e+00 2.4000e+01 2.0000e+00 5.8000e+01 5.5031e+01],44,B0040,54,1285,01285.csv,1.73336912083774,,,1285,103.52769567949176,-3.5276956794917567,0,Healthy
discharge,[2010.       4.      24.       7.      27.      28.203],44,B0040,56,1287,01287.csv,1.73217565015327,,,1287,103.45641411093325,-3.4564141109332525,0,Healthy
discharge,[2010.      4.     24.     11.     56.     33.14],44,B0040,58,1289,01289.csv,1.73348327761028,,,1289,103.53451383926233,-3.534513839262331,0,Healthy
discharge,[2010.       4.      24.      16.      24.      41.656],44,B0040,60,1291,01291.csv,1.73237249574651,,,1291,103.46817096665879,-3.468170966658789,0,Healthy
discharge,[2010.       4.      24.      22.       5.      41.156],44,B0040,64,1295,01295.csv,1.73381752972024,,,1295,103.55447747557281,-3.55447747557281,0,Healthy
discharge,[2.0100e+03 4.0000e+00 2.5000e+01 2.0000e+00 3.3000e+01 5.9171e+01],44,B0040,66,1297,01297.csv,1.73296307863578,,,1297,103.50344428778746,-3.5034442877874596,0,Healthy
discharge,[2.0100e+03 4.0000e+00 2.5000e+01 7.0000e+00 2.0000e+00 2.6234e+01],44,B0040,68,1299,01299.csv,1.73188390845733,,,1299,103.43898946366615,-3.4389894636661467,0,Healthy
discharge,[2010.       4.      25.      11.      31.       4.593],44,B0040,70,1301,01301.csv,1.73069600598126,,,1301,103.36804046350161,-3.3680404635016146,0,Healthy
discharge,[2010.       4.      25.      16.       0.      19.781],44,B0040,72,1303,01303.csv,1.72960116019474,,,1303,103.30264939356724,-3.3026493935672363,0,Healthy
discharge,[2010.       4.      25.      21.      41.      58.937],44,B0040,76,1307,01307.csv,1.72961873810646,,,1307,103.30369925690756,-3.3036992569075636,0,Healthy
discharge,[2.0100e+03 4.0000e+00 2.6000e+01 2.0000e+00 1.9000e+01 2.2218e+01],44,B0040,78,1309,01309.csv,1.73071986171638,,,1309,103.36946527790268,-3.369465277902677,0,Healthy
discharge,[2010.       4.      26.       6.      50.      42.203],44,B0040,80,1311,01311.csv,1.7292745561759,,,1311,103.28314254931594,-3.28314254931594,0,Healthy
discharge,[2010.      4.     26.     11.     20.     44.75],44,B0040,82,1313,01313.csv,1.72979622125995,,,1313,103.31429966606558,-3.3142996660655797,0,Healthy
discharge,[2010.       4.      26.      15.      51.       7.953],44,B0040,84,1315,01315.csv,1.72689420690374,,,1315,103.14097313364066,-3.1409731336406566,0,Healthy
discharge,[2010.       4.      26.      21.      35.      15.343],44,B0040,88,1319,01319.csv,1.7272191689306,,,1319,103.16038190781329,-3.1603819078132886,0,Healthy
discharge,[2.0100e+03 4.0000e+00 2.7000e+01 2.0000e+00 5.0000e+00 4.1234e+01],44,B0040,90,1321,01321.csv,1.72856749811601,,,1321,103.24091259911545,-3.240912599115447,0,Healthy
discharge,[2010.       4.      27.       6.      36.       5.468],44,B0040,92,1323,01323.csv,1.72663638160554,,,1323,103.12557418676336,-3.125574186763359,0,Healthy
discharge,[2010.       4.      27.      11.       7.      40.968],44,B0040,94,1325,01325.csv,1.7262424141835,,,1325,103.10204397678888,-3.1020439767888774,0,Healthy
discharge,[2010.       4.      27.      15.      43.      29.625],44,B0040,96,1327,01327.csv,1.72527259276028,,,1327,103.04412014743276,-3.044120147432764,0,Healthy
discharge,[2010.       4.      28.      13.      22.      57.656],44,B0040,100,1331,01331.csv,1.6668026877455,,,1331,99.55193001896585,0.44806998103415197,0,Healthy
discharge,[2010.       4.      28.      18.       5.      58.859],44,B0040,104,1335,01335.csv,1.66675485376204,,,1335,99.54907307290442,0.4509269270955798,0,Healthy
discharge,[2010.       4.      28.      21.      37.      16.375],44,B0040,106,1337,01337.csv,1.6583274448761,,,1337,99.04573525984325,0.954264740156745,0,Healthy
discharge,[2.01e+03 4.00e+00 2.90e+01 1.00e+00 8.00e+00 3.35e+01],44,B0040,108,1339,01339.csv,1.65032263550715,,,1339,98.56763774537934,1.4323622546206565,0,Healthy
discharge,[2010.       4.      29.       4.      39.      21.156],44,B0040,110,1341,01341.csv,1.64934063412422,,,1341,98.50898645229546,1.49101354770454,0,Healthy
discharge,[2010.       4.      29.       8.      11.       8.671],44,B0040,112,1343,01343.csv,1.64191905503773,,,1343,98.06572311508077,1.9342768849192282,0,Healthy
discharge,[2.010e+03 5.000e+00 4.000e+00 1.300e+01 2.200e+01 1.921e+00],44,B0040,116,1347,01347.csv,0.425812451177779,,,1347,25.43219521573453,74.56780478426546,0,Emergency
discharge,[2010.       5.       4.      17.      26.      38.953],44,B0040,120,1351,01351.csv,0.556990264373657,,,1351,33.26695848755316,66.73304151244685,0,Emergency
discharge,[2.009e+03 4.000e+00 7.000e+00 1.600e+01 3.100e+01 1.890e+00],43,B0029,1,1354,01354.csv,1.69750733220576,,,1354,101.3858043215682,-1.3858043215682017,0,Healthy
discharge,[2009.       4.       7.      19.      44.      26.578],43,B0029,3,1356,01356.csv,1.84470120696117,,,1356,110.17714742810657,-10.177147428106565,0,Healthy
discharge,[2009    4    7   22   58   18],43,B0029,5,1358,01358.csv,1.82543766747229,,,1358,109.02660780562226,-9.026607805622263,0,Healthy
discharge,[2.0090e+03 4.0000e+00 8.0000e+00 2.0000e+00 1.1000e+01 3.0218e+01],43,B0029,7,1360,01360.csv,1.81575042991343,,,1360,108.44802510796583,-8.448025107965833,0,Healthy
discharge,[2009.       4.       8.       5.      23.      26.343],43,B0029,9,1362,01362.csv,1.8132993337127,,,1362,108.30163024117157,-8.301630241171566,0,Healthy
discharge,[2009.       4.       9.      10.      24.      58.296],43,B0029,13,1366,01366.csv,1.81516476196605,,,1366,108.41304533805032,-8.413045338050324,0,Healthy
discharge,[2009.       4.       9.      13.      33.      59.843],43,B0029,15,1368,01368.csv,1.814331795519,,,1368,108.3632953478118,-8.3632953478118,0,Healthy
discharge,[2009.       4.       9.      16.      42.      43.421],43,B0029,17,1370,01370.csv,1.80134360180986,,,1370,107.58755880700146,-7.587558807001457,0,Healthy
discharge,[2009.       4.       9.      19.      50.      50.062],43,B0029,19,1372,01372.csv,1.78815588029458,,,1372,106.79990521185725,-6.799905211857251,0,Healthy
discharge,[2009.       4.       9.      22.      58.      17.875],43,B0029,21,1374,01374.csv,1.77607146045395,,,1374,106.0781477254199,-6.078147725419896,0,Healthy
discharge,[2009.       4.      10.      12.      49.       4.718],43,B0029,25,1378,01378.csv,1.78528074475974,,,1378,106.62818405154009,-6.628184051540089,0,Healthy
discharge,[2009.       4.      10.      15.      54.      20.093],43,B0029,27,1380,01380.csv,1.76981164011119,,,1380,105.70427192039789,-5.704271920397886,0,Healthy
discharge,[2009.       4.      10.      18.      59.       6.625],43,B0029,29,1382,01382.csv,1.75652316805217,,,1382,104.91060086970627,-4.910600869706272,0,Healthy
discharge,[2009.       4.      10.      22.       3.      26.625],43,B0029,31,1384,01384.csv,1.75434132773481,,,1384,104.78028765616078,-4.78028765616078,0,Healthy
discharge,[2.0090e+03 4.0000e+00 1.1000e+01 1.0000e+00 8.0000e+00 2.7484e+01],43,B0029,33,1386,01386.csv,1.73928755069987,,,1386,103.88118149985233,-3.8811814998523317,0,Healthy
discharge,[2009.       4.      13.       9.      51.      27.484],43,B0029,37,1390,01390.csv,1.77978451093313,,,1390,106.29991443132809,-6.299914431328091,0,Healthy
discharge,[2009.       4.      13.      12.      55.      24.468],43,B0029,39,1392,01392.csv,1.76570885084652,,,1392,105.459227565261,-5.459227565261003,0,Healthy
discharge,[2009.       4.      13.      15.      59.      56.875],43,B0029,41,1394,01394.csv,1.75239414087241,,,1394,104.66398942141191,-4.663989421411912,0,Healthy
discharge,[2009.       4.      13.      19.       4.      39.468],43,B0029,43,1396,01396.csv,1.73801912256031,,,1396,103.80542300107382,-3.8054230010738195,0,Healthy
discharge,[2009.       4.      13.      22.       9.      45.531],43,B0029,45,1398,01398.csv,1.73122144431439,,,1398,103.39942294239586,-3.3994229423958586,0,Healthy
discharge,[2009.       4.      14.      10.      33.      23.937],43,B0029,49,1402,01402.csv,1.73791289852658,,,1402,103.79907863431106,-3.7990786343110585,0,Healthy
discharge,[2009.       4.      14.      13.      36.      17.437],43,B0029,51,1404,01404.csv,1.72242706836258,,,1404,102.87416755028988,-2.874167550289883,0,Healthy
discharge,[2009.       4.      14.      16.      39.      25.031],43,B0029,53,1406,01406.csv,1.7184213765608,,,1406,102.63492246575758,-2.634922465757583,0,Healthy
discharge,[2009.       4.      14.      19.      42.      47.234],43,B0029,55,1408,01408.csv,1.70102209306482,,,1408,101.59572792539191,-1.5957279253919125,0,Healthy
discharge,[2009.       4.      14.      22.      45.      53.781],43,B0029,57,1410,01410.csv,1.6936987395631,,,1410,101.15833123730911,-1.1583312373091132,0,Healthy
discharge,[2009.      4.     15.     14.     58.     30.25],43,B0029,61,1414,01414.csv,1.7130727212867,,,1414,102.31546716402478,-2.3154671640247813,0,Healthy
discharge,[2.0090e+03 4.0000e+00 1.5000e+01 1.8000e+01 1.0000e+00 4.3843e+01],43,B0029,63,1416,01416.csv,1.69769726885671,,,1416,101.39714853184722,-1.3971485318472219,0,Healthy
discharge,[2.0090e+03 4.0000e+00 1.5000e+01 2.1000e+01 2.0000e+00 5.8328e+01],43,B0029,65,1418,01418.csv,1.68993140340612,,,1418,100.93332224961371,-0.9333222496137097,0,Healthy
discharge,[2.009e+03 4.000e+00 1.600e+01 0.000e+00 5.000e+00 8.120e-01],43,B0029,67,1420,01420.csv,1.68502355136706,,,1420,100.64019448690485,-0.6401944869048464,0,Healthy
discharge,[2009.       4.      16.       3.       6.      43.062],43,B0029,69,1422,01422.csv,1.6783899654634,,,1422,100.24399505399586,-0.2439950539958602,0,Healthy
discharge,[2009.      4.     16.     10.     13.     36.39],43,B0029,73,1426,01426.csv,1.67379474948683,,,1426,99.96953988141614,0.030460118583860663,0,Healthy
discharge,[2009.       4.      16.      13.      14.      46.296],43,B0029,75,1428,01428.csv,1.66878989278847,,,1428,99.67061839091626,0.3293816090837396,0,Healthy
discharge,[2009.       4.      16.      16.      16.      19.734],43,B0029,77,1430,01430.csv,1.64925663066314,,,1430,98.50396923775634,1.496030762243663,0,Healthy
discharge,[2009.       4.      16.      19.      17.      26.531],43,B0029,79,1432,01432.csv,1.64096767570396,,,1432,98.00890076318916,1.9910992368108396,0,Healthy
discharge,[2009.      4.     16.     22.     17.     17.75],43,B0029,81,1434,01434.csv,1.6456360229757,,,1434,98.2877237962436,1.712276203756403,0,Healthy
discharge,[2009.       4.      17.       9.      45.      34.062],43,B0029,85,1438,01438.csv,1.65454774357403,,,1438,98.81998774798554,1.180012252014464,0,Healthy
discharge,[2009.       4.      17.      12.      46.      29.125],43,B0029,87,1440,01440.csv,1.64612015208775,,,1440,98.31663902888468,1.6833609711153201,0,Healthy
discharge,[2009.       4.      17.      15.      46.      53.875],43,B0029,89,1442,01442.csv,1.62751191881517,,,1442,97.20523841131421,2.7947615886857875,0,Healthy
discharge,[2009.       4.      17.      18.      47.      33.937],43,B0029,91,1444,01444.csv,1.62005305334644,,,1444,96.75974809705976,3.240251902940244,0,Healthy
discharge,[2009.       4.      17.      21.      46.      23.796],43,B0029,93,1446,01446.csv,1.61207981171193,,,1446,96.28353600605534,3.7164639939446573,0,Healthy
discharge,[2.0090e+03 2.0000e+00 1.3000e+01 2.3000e+01 1.2000e+01 2.8078e+01],24,B0028,3,1453,01453.csv,1.80468477201007,,,1453,107.78711448590587,-7.7871144859058745,0,Healthy
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 4.0000e+00 3.0000e+00 3.4578e+01],24,B0028,5,1455,01455.csv,1.80478332145258,,,1455,107.79300047785698,-7.793000477856978,0,Healthy
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 8.0000e+00 5.4000e+01 4.1468e+01],24,B0028,7,1457,01457.csv,1.79761866822245,,,1457,107.3650823672012,-7.365082367201197,0,Healthy
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 1.3000e+01 4.5000e+01 2.3546e+01],24,B0028,9,1459,01459.csv,1.79299136877611,,,1459,107.08871096820741,-7.088710968207408,0,Healthy
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 1.8000e+01 3.5000e+01 4.0671e+01],24,B0028,11,1461,01461.csv,1.79191800815922,,,1461,107.02460312760734,-7.024603127607335,0,Healthy
discharge,[2.0090e+03 2.0000e+00 1.8000e+01 1.0000e+01 4.8000e+01 5.8156e+01],24,B0028,15,1465,01465.csv,1.77502613590379,,,1465,106.01571437489214,-6.015714374892141,0,Healthy
discharge,[2.009e+03 2.000e+00 1.800e+01 1.600e+01 4.900e+01 7.390e+00],24,B0028,19,1469,01469.csv,1.79204878522234,,,1469,107.03241395556647,-7.032413955566469,0,Healthy
discharge,[2.0090e+03 2.0000e+00 1.9000e+01 0.0000e+00 5.2000e+01 4.9687e+01],24,B0028,22,1472,01472.csv,1.79047580158126,,,1472,106.93846548853492,-6.938465488534916,0,Healthy
